pH,Soil EC (dS/m),Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Moisture (%),Temperature (°C),Crop
5.64,1.56,67.82,38.27,175.52,71.6,27.62,Bitter Gourd
5.56,2.41,71.67,44.85,142.99,76.04,28.14,Bitter Gourd
6.46,1.95,53.73,34.77,150.4,79.53,21.11,Bitter Gourd
6.43,1.82,53.56,52.76,126.8,62.98,22.22,Bitter Gourd
6.12,2.32,59.93,31.37,126.76,66.14,24.7,Bitter Gourd
5.99,1.98,53.16,30.06,120.77,70.66,25.76,Bitter Gourd
6.11,2.24,75.62,31.03,177.3,69.82,24.66,Bitter Gourd
5.88,1.61,71.13,30.24,124.03,69.81,24.97,Bitter Gourd
6.38,2.37,65.74,55.11,125.93,62.43,21.71,Bitter Gourd
5.83,1.9,82.24,32.27,142.61,63.19,25.88,Bitter Gourd
5.77,1.88,56.25,37.06,126.56,70.43,20.95,Bitter Gourd
6.21,2.33,84.66,58.47,123.34,72.79,22.66,Bitter Gourd
6.44,1.97,66.51,56.54,175.83,78.99,29.65,Bitter Gourd
6.28,1.87,84.6,36.64,146.2,63.02,23.55,Bitter Gourd
6.49,2.37,88.19,36.6,143.24,74.26,24.44,Bitter Gourd
5.56,2.39,68.48,42.21,140.24,79.06,22.31,Bitter Gourd
5.64,2.23,73.75,32.93,175.54,69.99,28.47,Bitter Gourd
5.66,1.91,70.19,36.26,162.25,72.45,20.15,Bitter Gourd
6.23,2.45,87.21,36.01,177.13,69.52,26.04,Bitter Gourd
6.01,2.46,75.07,44.36,177.13,72.85,23.13,Bitter Gourd
5.78,1.62,59.3,34.15,144.05,67.0,22.14,Bitter Gourd
6.34,2.12,88.77,52.0,166.65,79.24,22.44,Bitter Gourd
5.65,2.27,64.39,46.77,132.44,74.77,22.15,Bitter Gourd
5.65,1.52,78.41,32.15,126.84,63.45,21.82,Bitter Gourd
5.94,1.89,68.87,40.25,134.56,62.21,24.14,Bitter Gourd
5.77,1.88,68.6,49.26,156.25,68.01,28.89,Bitter Gourd
5.9,2.33,71.18,45.12,141.1,60.72,25.04,Bitter Gourd
5.6,2.04,61.06,40.67,171.77,74.03,22.5,Bitter Gourd
6.29,1.73,59.84,45.36,144.73,75.92,21.68,Bitter Gourd
6.48,2.08,57.81,59.66,158.78,62.17,21.24,Bitter Gourd
5.72,1.65,70.08,51.77,143.53,79.89,27.1,Bitter Gourd
6.11,1.63,64.04,49.72,138.27,72.35,21.15,Bitter Gourd
5.88,1.61,73.15,41.58,139.71,60.95,25.12,Bitter Gourd
6.15,1.77,81.04,53.99,172.06,64.8,27.92,Bitter Gourd
5.82,1.61,55.59,32.09,164.28,65.06,24.43,Bitter Gourd
6.42,2.29,74.28,56.4,139.06,72.25,21.53,Bitter Gourd
6.0,2.49,83.7,33.27,150.26,64.55,28.99,Bitter Gourd
6.11,1.86,60.86,58.8,156.36,77.26,23.49,Bitter Gourd
5.51,2.3,75.32,57.73,160.75,71.21,23.3,Bitter Gourd
5.74,2.25,64.13,35.35,156.79,61.57,29.95,Bitter Gourd
5.55,1.57,81.05,33.81,178.91,74.77,23.15,Bitter Gourd
5.79,2.32,58.3,35.42,146.4,78.02,24.53,Bitter Gourd
5.58,1.7,59.7,32.47,132.1,62.61,29.65,Bitter Gourd
5.85,1.57,75.82,34.97,167.46,61.78,25.12,Bitter Gourd
5.62,1.89,79.13,39.75,151.46,79.86,22.62,Bitter Gourd
5.67,1.94,86.09,58.54,137.58,65.26,27.01,Bitter Gourd
5.69,1.7,78.5,54.5,138.38,65.31,24.0,Bitter Gourd
6.1,2.16,83.6,47.2,136.93,62.03,26.07,Bitter Gourd
6.14,2.09,55.78,59.2,154.78,76.99,20.15,Bitter Gourd
6.17,2.0,72.03,34.71,159.38,62.2,24.26,Bitter Gourd
5.97,2.0,62.61,33.8,164.15,73.67,20.66,Bitter Gourd
6.34,1.71,65.8,34.61,145.09,78.93,29.61,Bitter Gourd
6.15,2.21,67.84,49.2,129.39,64.91,27.86,Bitter Gourd
6.22,2.47,58.12,45.76,140.11,78.02,25.97,Bitter Gourd
5.82,2.47,55.67,51.48,139.56,70.42,22.82,Bitter Gourd
6.47,2.15,66.86,49.33,141.73,70.08,28.09,Bitter Gourd
6.24,1.62,76.76,50.04,145.14,73.05,21.12,Bitter Gourd
6.02,2.28,65.2,34.02,160.51,66.36,25.76,Bitter Gourd
5.75,2.49,75.96,42.55,139.35,79.36,29.13,Bitter Gourd
6.05,2.02,74.87,35.65,133.81,73.2,22.62,Bitter Gourd
6.18,1.6,82.57,37.42,179.27,70.01,21.83,Bitter Gourd
6.26,2.01,62.31,59.01,127.38,65.55,26.8,Bitter Gourd
5.64,1.6,72.99,46.68,149.62,71.37,23.77,Bitter Gourd
6.28,1.97,52.69,39.87,121.28,79.81,26.64,Bitter Gourd
6.06,1.95,55.68,55.46,160.09,79.78,27.12,Bitter Gourd
6.27,2.15,58.54,57.23,137.15,76.32,23.65,Bitter Gourd
6.08,1.94,68.76,40.24,148.3,69.92,23.41,Bitter Gourd
5.51,1.74,66.41,50.66,131.95,60.1,29.4,Bitter Gourd
6.49,2.07,59.06,56.72,150.76,77.05,26.54,Bitter Gourd
5.72,2.3,88.12,44.86,176.55,78.55,20.85,Bitter Gourd
6.47,2.25,68.46,51.85,140.99,65.33,24.06,Bitter Gourd
6.24,1.55,77.52,47.69,161.49,65.57,25.46,Bitter Gourd
6.01,1.91,70.59,40.4,122.67,79.0,29.98,Bitter Gourd
5.59,1.56,82.47,56.39,128.21,75.48,26.72,Bitter Gourd
5.96,1.57,60.66,48.83,125.68,72.7,28.52,Bitter Gourd
5.68,1.73,64.76,31.6,173.5,73.3,26.66,Bitter Gourd
6.29,2.42,85.21,55.57,155.91,61.86,24.84,Bitter Gourd
6.33,2.43,53.74,48.77,149.87,61.43,28.18,Bitter Gourd
6.35,2.02,71.64,44.84,123.42,65.07,20.69,Bitter Gourd
5.63,1.53,74.81,30.7,120.62,65.65,25.74,Bitter Gourd
6.13,1.59,71.16,56.99,120.41,73.5,25.48,Bitter Gourd
6.47,1.86,66.01,37.29,169.53,72.1,26.18,Bitter Gourd
6.4,2.3,89.59,49.45,136.69,63.61,27.93,Bitter Gourd
5.79,1.56,65.02,40.14,159.72,66.07,26.03,Bitter Gourd
5.92,2.06,72.59,55.14,138.43,65.12,24.37,Bitter Gourd
5.59,1.81,70.25,42.87,135.84,74.21,22.29,Bitter Gourd
5.66,2.29,82.79,53.68,164.17,63.51,23.24,Bitter Gourd
6.33,2.28,75.99,54.07,121.82,70.08,26.28,Bitter Gourd
5.51,2.4,66.67,52.0,173.79,68.85,24.73,Bitter Gourd
6.15,2.42,87.74,44.27,132.09,68.79,25.33,Bitter Gourd
5.58,2.22,69.27,33.49,166.41,76.56,27.65,Bitter Gourd
6.35,2.45,80.17,48.78,135.88,60.47,23.53,Bitter Gourd
5.83,2.41,68.79,31.44,150.13,72.71,28.29,Bitter Gourd
6.05,2.11,74.13,41.27,167.37,78.29,23.77,Bitter Gourd
5.92,1.87,76.24,48.26,154.62,79.87,25.34,Bitter Gourd
5.67,1.64,87.14,40.65,134.59,64.31,28.12,Bitter Gourd
5.92,2.45,80.74,44.88,149.02,62.91,26.42,Bitter Gourd
5.51,2.44,51.18,51.27,129.68,77.38,28.81,Bitter Gourd
5.64,2.16,77.88,59.97,173.45,67.44,28.06,Bitter Gourd
6.26,2.34,66.25,30.61,155.75,61.58,29.57,Bitter Gourd
6.06,1.73,89.33,52.31,145.15,67.97,22.27,Bitter Gourd
6.45,1.83,82.46,42.9,152.8,62.68,26.83,Bitter Gourd
5.85,1.62,84.4,51.23,176.88,63.91,22.27,Bitter Gourd
6.39,1.82,57.21,34.37,153.62,73.36,25.83,Bitter Gourd
6.09,2.5,89.36,50.05,120.75,60.81,20.41,Bitter Gourd
5.82,2.07,84.66,32.03,128.45,62.15,26.68,Bitter Gourd
5.52,2.14,80.26,55.36,175.83,73.09,22.85,Bitter Gourd
6.04,1.5,57.82,33.51,142.6,70.19,26.28,Bitter Gourd
5.68,1.99,68.04,39.04,178.35,70.78,21.48,Bitter Gourd
6.2,2.29,85.71,49.16,170.15,69.01,21.67,Bitter Gourd
5.84,2.04,72.58,38.11,156.0,68.07,29.24,Bitter Gourd
5.83,1.8,87.99,42.68,144.74,61.81,26.67,Bitter Gourd
5.51,1.86,84.41,59.79,126.07,75.14,28.47,Bitter Gourd
5.94,2.1,58.79,37.86,155.98,74.15,22.47,Bitter Gourd
5.51,2.26,67.88,51.11,171.11,78.51,22.17,Bitter Gourd
5.72,1.93,60.81,32.06,136.81,79.31,23.39,Bitter Gourd
5.89,2.27,76.18,44.48,161.24,70.67,24.32,Bitter Gourd
6.48,1.93,76.6,51.07,120.81,71.11,23.7,Bitter Gourd
6.07,1.75,83.05,49.93,154.33,77.96,21.99,Bitter Gourd
6.1,1.94,81.9,32.39,155.28,66.31,28.87,Bitter Gourd
5.85,1.73,60.83,54.15,134.87,65.96,29.95,Bitter Gourd
6.09,2.42,75.39,37.64,165.62,60.87,25.19,Bitter Gourd
6.39,1.82,81.32,46.21,143.92,75.24,24.33,Bitter Gourd
6.15,2.11,57.06,30.3,145.93,78.84,26.44,Bitter Gourd
6.07,1.9,59.87,54.94,153.76,68.98,22.38,Bitter Gourd
6.38,2.49,87.63,53.94,158.65,60.78,24.95,Bitter Gourd
6.34,1.92,67.75,57.12,122.12,78.37,28.23,Bitter Gourd
6.25,2.42,78.69,58.31,131.08,66.0,22.28,Bitter Gourd
5.52,1.71,82.69,57.19,121.08,79.15,22.36,Bitter Gourd
6.24,2.4,62.37,37.13,174.75,79.51,28.14,Bitter Gourd
5.74,1.55,54.63,37.56,164.81,65.03,20.2,Bitter Gourd
6.24,1.76,76.74,33.45,151.24,77.37,23.51,Bitter Gourd
5.62,1.79,57.95,58.68,167.53,76.39,20.78,Bitter Gourd
6.25,1.94,70.57,43.39,166.82,78.57,20.4,Bitter Gourd
6.25,1.75,53.64,44.36,156.8,79.73,23.64,Bitter Gourd
5.88,2.14,87.27,36.43,155.5,68.8,24.25,Bitter Gourd
6.1,2.2,62.03,36.43,121.51,74.65,22.77,Bitter Gourd
5.68,2.21,61.66,52.04,128.34,66.55,26.73,Bitter Gourd
5.95,2.28,69.05,45.95,134.2,74.45,25.92,Bitter Gourd
6.23,1.76,55.27,40.2,150.01,75.31,23.22,Bitter Gourd
6.3,2.31,59.68,56.03,178.38,79.06,23.35,Bitter Gourd
6.33,2.07,76.56,43.56,123.72,69.76,26.15,Bitter Gourd
6.38,2.34,61.81,46.17,169.94,70.49,21.86,Bitter Gourd
6.02,2.32,89.92,41.37,125.81,65.43,28.9,Bitter Gourd
5.74,1.82,59.99,36.05,178.29,66.0,25.56,Bitter Gourd
6.09,2.2,70.6,42.66,173.01,76.28,23.06,Bitter Gourd
5.76,2.47,55.14,51.43,145.35,64.7,24.97,Bitter Gourd
5.92,1.56,59.67,57.86,147.07,61.01,29.67,Bitter Gourd
5.7,2.43,85.96,57.22,158.2,66.59,26.06,Bitter Gourd
6.41,2.43,54.98,56.11,133.36,79.69,21.11,Bitter Gourd
6.14,2.48,84.22,40.88,145.16,68.36,22.42,Bitter Gourd
5.6,2.4,89.31,34.05,157.38,78.66,25.86,Bitter Gourd
6.1,2.07,63.13,30.02,131.66,71.61,24.73,Bitter Gourd
5.58,1.94,64.7,53.14,149.75,66.29,28.77,Bitter Gourd
5.69,1.87,66.35,59.65,140.49,66.88,27.37,Bitter Gourd
5.52,1.91,85.12,32.63,120.16,78.11,22.65,Bitter Gourd
5.97,2.46,88.5,57.24,136.08,62.89,27.46,Bitter Gourd
6.46,2.4,69.09,55.79,140.7,60.55,22.01,Bitter Gourd
5.94,1.83,51.69,51.4,178.7,70.02,25.84,Bitter Gourd
6.02,1.55,52.59,56.25,126.49,72.84,23.41,Bitter Gourd
6.07,1.87,74.05,34.13,128.7,63.82,24.92,Bitter Gourd
6.45,2.01,54.85,32.12,144.75,67.57,28.68,Bitter Gourd
5.54,2.4,65.96,58.06,154.56,77.07,28.29,Bitter Gourd
6.05,1.76,54.76,39.65,162.69,79.88,21.53,Bitter Gourd
5.99,1.73,89.03,32.62,121.73,60.57,21.34,Bitter Gourd
6.37,2.46,78.06,33.64,131.13,77.09,29.26,Bitter Gourd
5.6,1.96,89.59,53.83,132.89,73.56,25.76,Bitter Gourd
6.14,1.53,68.02,48.27,132.28,66.82,24.08,Bitter Gourd
6.19,2.13,69.67,55.21,146.6,64.47,29.72,Bitter Gourd
6.05,1.82,73.39,54.37,170.99,60.26,21.62,Bitter Gourd
6.27,1.84,75.0,35.34,174.5,71.75,20.49,Bitter Gourd
6.22,1.66,64.01,44.07,150.96,71.38,20.73,Bitter Gourd
6.49,2.0,71.31,53.31,151.94,71.3,24.15,Bitter Gourd
5.81,1.77,76.43,35.54,143.64,61.14,22.89,Bitter Gourd
6.4,2.18,57.96,52.78,132.91,78.64,24.46,Bitter Gourd
5.96,1.89,68.04,35.93,121.57,69.4,20.58,Bitter Gourd
6.37,2.45,60.68,43.53,163.28,74.41,29.78,Bitter Gourd
6.44,2.1,86.13,32.2,160.03,60.26,21.18,Bitter Gourd
6.06,1.77,77.52,42.96,150.83,65.22,26.86,Bitter Gourd
6.28,2.14,70.92,53.79,137.24,67.24,29.31,Bitter Gourd
6.32,1.89,57.82,41.52,135.27,66.55,22.11,Bitter Gourd
5.94,1.79,61.06,46.7,124.95,79.83,29.93,Bitter Gourd
5.67,2.16,69.26,35.76,156.27,76.57,23.88,Bitter Gourd
6.43,1.57,71.49,40.05,171.66,67.77,25.0,Bitter Gourd
5.97,2.15,79.64,56.92,167.34,71.9,26.71,Bitter Gourd
5.78,2.41,57.29,47.76,133.79,76.24,25.94,Bitter Gourd
5.94,2.01,89.59,54.07,122.87,74.88,21.95,Bitter Gourd
5.69,1.96,61.4,59.09,126.74,66.25,21.0,Bitter Gourd
5.6,1.63,70.78,52.15,152.1,66.7,23.92,Bitter Gourd
5.62,2.5,61.98,33.78,147.42,77.16,20.65,Bitter Gourd
6.3,1.85,66.89,52.71,141.42,70.43,29.56,Bitter Gourd
5.96,2.33,61.85,35.59,151.61,62.87,26.86,Bitter Gourd
6.24,2.48,83.71,56.27,130.02,74.09,24.13,Bitter Gourd
6.2,1.69,60.75,49.04,161.94,75.18,20.47,Bitter Gourd
6.28,1.75,88.64,57.73,137.4,79.78,29.15,Bitter Gourd
6.46,2.01,88.48,45.94,173.61,75.74,21.77,Bitter Gourd
5.58,1.71,80.54,46.67,135.76,75.4,23.95,Bitter Gourd
5.58,2.2,59.65,37.48,147.34,75.74,26.76,Bitter Gourd
5.93,2.08,85.2,53.54,160.49,60.62,21.57,Bitter Gourd
6.1,2.42,82.13,42.22,123.14,61.92,20.16,Bitter Gourd
5.7,2.2,65.77,34.9,147.15,71.29,29.63,Bitter Gourd
5.72,1.93,61.12,35.27,157.25,67.19,24.54,Bitter Gourd
6.18,1.54,73.17,42.22,157.59,72.62,25.42,Bitter Gourd
6.06,1.52,56.88,53.61,170.4,71.7,29.66,Bitter Gourd
6.16,1.66,55.66,41.5,164.94,61.58,27.11,Bitter Gourd
6.46,2.25,74.24,53.67,122.99,66.76,24.96,Bitter Gourd
5.75,2.04,88.83,49.63,124.88,65.22,20.39,Bitter Gourd
6.39,2.49,53.22,33.74,135.43,79.28,24.54,Bitter Gourd
6.46,2.5,76.87,59.53,148.23,65.18,22.41,Bitter Gourd
6.32,2.18,88.15,38.27,169.66,62.26,29.32,Bitter Gourd
5.65,2.1,85.19,40.83,150.1,65.89,23.61,Bitter Gourd
6.18,2.24,51.5,42.27,148.57,71.25,26.8,Bitter Gourd
6.17,2.21,63.25,59.19,135.28,67.26,26.35,Bitter Gourd
5.94,2.06,54.16,38.14,130.27,60.23,26.65,Bitter Gourd
5.99,2.38,70.03,32.31,164.19,74.59,21.42,Bitter Gourd
5.88,2.17,52.87,43.91,141.06,66.78,27.19,Bitter Gourd
6.08,2.19,59.56,47.78,143.9,63.25,23.2,Bitter Gourd
6.35,1.7,64.47,41.84,131.0,74.64,25.24,Bitter Gourd
5.52,1.55,51.83,30.31,148.3,70.26,28.47,Bitter Gourd
5.8,1.67,80.63,37.52,156.32,73.04,29.44,Bitter Gourd
5.99,2.39,64.36,49.89,152.68,68.21,29.39,Bitter Gourd
6.48,2.42,52.47,41.25,124.46,63.18,24.88,Bitter Gourd
6.14,2.33,62.59,50.04,147.8,68.15,29.99,Bitter Gourd
5.89,1.79,59.12,44.81,157.91,63.61,29.55,Bitter Gourd
6.21,2.24,77.01,53.63,150.38,65.89,22.8,Bitter Gourd
6.22,1.92,85.39,39.37,133.47,64.48,26.54,Bitter Gourd
5.95,1.55,82.9,38.85,156.74,62.49,23.95,Bitter Gourd
6.0,1.54,63.6,59.61,171.6,62.1,23.82,Bitter Gourd
6.36,1.64,62.4,36.74,149.58,78.13,23.45,Bitter Gourd
5.67,1.62,65.89,40.71,157.8,60.5,26.66,Bitter Gourd
6.18,1.94,72.25,47.97,140.13,71.83,24.98,Bitter Gourd
6.34,1.78,52.73,51.78,165.52,62.26,28.83,Bitter Gourd
5.58,2.45,84.93,54.77,147.21,65.54,20.78,Bitter Gourd
5.61,2.16,54.37,45.27,162.3,69.18,26.87,Bitter Gourd
5.82,2.5,84.49,38.98,138.8,79.46,26.84,Bitter Gourd
5.55,1.83,69.96,30.53,172.23,70.41,20.25,Bitter Gourd
6.46,1.92,58.17,40.54,124.34,63.0,23.19,Bitter Gourd
6.31,1.88,88.3,57.13,148.78,78.43,28.86,Bitter Gourd
5.82,1.57,69.45,51.11,121.42,74.43,22.22,Bitter Gourd
6.4,2.2,63.81,33.78,142.93,61.56,23.72,Bitter Gourd
5.55,2.46,67.8,40.7,175.5,79.12,21.63,Bitter Gourd
6.4,2.37,74.22,40.8,160.49,67.1,22.64,Bitter Gourd
5.59,1.59,77.5,41.1,155.4,73.41,26.58,Bitter Gourd
6.09,1.78,74.44,58.42,133.63,63.98,25.17,Bitter Gourd
6.28,1.88,86.1,37.2,169.33,74.16,24.66,Bitter Gourd
5.88,2.19,67.07,50.75,165.85,69.83,23.09,Bitter Gourd
5.67,2.43,57.35,38.59,142.17,67.07,28.58,Bitter Gourd
5.91,1.53,86.59,42.22,173.15,79.14,24.98,Bitter Gourd
6.43,1.99,70.92,46.21,174.09,76.72,29.28,Bitter Gourd
5.92,1.89,69.25,42.67,143.73,75.49,21.66,Bitter Gourd
5.97,2.22,79.05,40.88,179.89,67.31,23.33,Bitter Gourd
5.65,1.91,74.99,56.44,135.22,66.25,27.65,Bitter Gourd
6.08,1.68,56.27,37.35,152.99,77.77,26.13,Bitter Gourd
5.78,1.67,63.33,45.02,169.7,61.25,22.49,Bitter Gourd
5.55,1.96,61.56,41.58,156.82,63.39,25.28,Bitter Gourd
5.76,1.72,61.78,30.37,160.03,75.42,27.61,Bitter Gourd
5.92,1.98,79.15,52.2,145.74,69.67,20.0,Bitter Gourd
5.98,2.37,79.23,32.38,169.96,78.85,20.04,Bitter Gourd
5.63,2.28,81.08,54.18,127.14,67.37,28.15,Bitter Gourd
6.01,1.8,61.53,58.92,166.94,79.51,26.16,Bitter Gourd
6.13,2.28,54.03,35.88,140.36,68.47,28.26,Bitter Gourd
6.15,1.61,84.22,31.7,165.43,78.26,21.21,Bitter Gourd
5.96,2.37,60.38,37.28,131.32,64.16,21.52,Bitter Gourd
5.75,1.52,84.84,52.74,138.74,67.44,26.75,Bitter Gourd
6.04,2.21,51.76,32.4,133.1,64.79,23.08,Bitter Gourd
5.65,2.24,61.97,50.57,129.14,73.4,21.3,Bitter Gourd
5.51,2.16,87.33,36.92,146.24,72.73,27.16,Bitter Gourd
5.86,1.53,57.71,55.02,130.89,69.83,23.71,Bitter Gourd
6.48,1.72,84.12,49.48,144.72,66.49,22.7,Bitter Gourd
6.42,2.16,83.96,44.71,156.32,66.06,21.16,Bitter Gourd
5.96,2.16,77.68,37.44,140.88,77.11,27.36,Bitter Gourd
5.82,2.24,88.39,38.66,128.1,66.46,22.33,Bitter Gourd
6.04,1.91,65.76,51.97,175.58,64.37,26.62,Bitter Gourd
6.05,2.29,73.86,36.31,160.26,62.96,28.24,Bitter Gourd
5.93,2.16,60.81,31.75,147.94,61.13,27.68,Bitter Gourd
5.61,1.77,64.98,32.84,165.52,79.09,24.13,Bitter Gourd
5.63,1.6,72.72,50.89,164.74,78.63,26.37,Bitter Gourd
6.31,2.17,55.9,49.13,151.59,67.04,22.8,Bitter Gourd
5.79,1.92,70.96,52.85,120.03,66.04,26.34,Bitter Gourd
5.53,1.82,63.24,44.12,166.48,79.73,25.92,Bitter Gourd
6.36,1.86,77.74,39.69,120.53,75.05,22.23,Bitter Gourd
5.79,1.74,62.71,59.2,151.04,76.73,23.71,Bitter Gourd
5.82,1.94,87.57,49.89,139.42,78.38,23.06,Bitter Gourd
6.42,1.53,74.94,49.27,134.14,71.99,26.55,Bitter Gourd
5.61,2.23,78.9,57.48,134.26,78.21,20.72,Bitter Gourd
6.4,1.52,71.36,47.32,152.66,73.35,29.38,Bitter Gourd
5.84,2.24,84.24,38.35,166.12,72.32,27.71,Bitter Gourd
5.89,2.06,50.55,51.23,173.93,78.72,23.13,Bitter Gourd
5.93,1.86,67.41,42.62,153.06,76.64,24.65,Bitter Gourd
6.08,2.34,80.72,42.08,154.15,71.41,29.62,Bitter Gourd
5.69,1.69,63.76,46.8,131.51,75.04,21.98,Bitter Gourd
6.26,1.84,63.36,48.66,145.44,62.09,29.42,Bitter Gourd
6.16,1.81,64.21,31.59,166.61,72.26,23.98,Bitter Gourd
5.65,1.91,56.66,35.71,177.03,63.13,23.71,Bitter Gourd
5.97,2.4,72.64,30.44,147.69,78.78,20.47,Bitter Gourd
6.24,1.72,81.21,45.99,172.38,75.3,22.94,Bitter Gourd
6.38,2.45,61.47,50.7,163.4,62.08,26.78,Bitter Gourd
5.62,1.53,74.39,36.05,134.29,74.99,26.11,Bitter Gourd
6.44,1.51,82.4,48.87,174.15,76.19,25.4,Bitter Gourd
5.75,2.09,73.36,49.76,121.42,73.98,25.43,Bitter Gourd
6.4,1.68,57.14,40.88,167.49,60.66,26.47,Bitter Gourd
5.87,2.37,61.0,54.09,162.46,79.58,20.42,Bitter Gourd
5.83,2.29,64.51,34.27,152.26,67.45,29.45,Bitter Gourd
5.82,2.09,52.23,37.42,172.14,71.81,26.4,Bitter Gourd
6.22,1.9,82.66,57.68,153.76,61.08,24.62,Bitter Gourd
5.71,2.19,56.52,37.65,136.6,78.79,27.34,Bitter Gourd
5.95,2.16,71.02,41.91,120.38,67.68,25.12,Bitter Gourd
6.06,2.03,84.25,33.99,147.58,74.37,21.07,Bitter Gourd
5.87,2.21,62.22,45.0,164.94,77.7,23.27,Bitter Gourd
5.64,2.08,88.26,51.82,133.7,73.47,20.18,Bitter Gourd
5.59,2.3,76.21,48.41,122.28,67.21,26.03,Bitter Gourd
5.96,1.85,52.29,39.6,128.89,61.27,20.14,Bitter Gourd
5.8,1.84,58.04,43.8,131.93,62.03,25.48,Bitter Gourd
6.28,2.45,83.92,43.49,143.71,77.38,20.29,Bitter Gourd
5.63,1.71,72.91,52.41,156.01,79.28,23.9,Bitter Gourd
6.34,1.72,64.38,52.4,128.85,66.02,25.62,Bitter Gourd
6.16,1.64,53.89,59.2,137.87,75.79,26.94,Bitter Gourd
5.54,2.39,57.41,55.85,148.11,64.1,24.03,Bitter Gourd
5.61,2.08,70.77,35.21,164.09,62.13,25.15,Bitter Gourd
5.73,1.51,66.67,33.72,124.74,73.91,25.94,Bitter Gourd
6.34,1.88,71.75,54.03,171.73,73.6,24.63,Bitter Gourd
6.27,1.65,66.04,44.77,135.1,70.26,22.79,Bitter Gourd
5.87,1.77,76.13,55.82,149.94,67.78,28.47,Bitter Gourd
6.33,2.18,56.83,39.52,131.27,69.91,22.53,Bitter Gourd
5.57,1.89,80.42,36.13,163.82,65.81,25.45,Bitter Gourd
5.67,1.58,55.57,57.84,155.0,68.36,21.03,Bitter Gourd
6.06,2.24,55.08,40.85,150.16,68.13,27.11,Bitter Gourd
5.86,2.5,52.07,33.98,138.8,74.16,21.01,Bitter Gourd
6.3,2.29,78.36,58.91,151.23,76.23,24.58,Bitter Gourd
6.06,1.63,81.93,34.15,120.36,67.3,27.78,Bitter Gourd
5.69,1.59,84.41,58.54,155.06,78.95,28.24,Bitter Gourd
5.57,2.43,66.71,48.17,135.57,74.16,21.04,Bitter Gourd
6.18,2.47,63.31,44.56,171.76,66.24,28.93,Bitter Gourd
5.67,1.7,78.33,43.99,161.51,72.64,21.92,Bitter Gourd
6.41,2.09,77.91,58.0,135.35,75.45,23.57,Bitter Gourd
5.53,2.18,57.66,43.56,134.76,65.03,23.88,Bitter Gourd
5.64,2.45,84.26,30.16,165.46,66.77,27.14,Bitter Gourd
6.24,2.1,59.31,34.07,156.05,76.73,28.14,Bitter Gourd
6.43,2.16,73.29,52.55,129.29,74.35,28.73,Bitter Gourd
5.96,2.19,72.46,55.35,142.27,74.77,23.34,Bitter Gourd
6.08,2.45,73.57,53.89,140.35,79.8,28.03,Bitter Gourd
6.12,1.73,71.81,49.54,149.92,75.56,20.17,Bitter Gourd
6.19,1.72,54.81,32.77,121.4,75.37,26.58,Bitter Gourd
6.15,1.66,78.41,36.83,178.0,64.55,29.47,Bitter Gourd
6.41,1.9,60.5,57.89,155.43,67.4,25.44,Bitter Gourd
6.34,1.87,72.27,49.27,163.22,72.53,20.07,Bitter Gourd
5.67,1.95,89.25,34.52,148.66,67.06,23.37,Bitter Gourd
6.15,2.39,54.9,53.93,124.92,73.09,29.37,Bitter Gourd
6.47,2.27,55.36,33.67,171.34,66.53,28.4,Bitter Gourd
6.31,1.81,76.69,41.35,125.27,60.87,26.18,Bitter Gourd
6.3,1.93,64.96,58.4,171.58,77.85,26.22,Bitter Gourd
5.51,1.66,70.93,54.18,136.93,72.38,28.47,Bitter Gourd
6.3,1.87,55.36,49.17,132.98,78.98,28.73,Bitter Gourd
5.51,1.8,66.44,46.22,159.61,69.53,20.21,Bitter Gourd
5.84,1.75,81.94,47.59,179.09,71.22,29.85,Bitter Gourd
6.25,1.9,63.84,43.78,128.44,75.7,25.33,Bitter Gourd
5.69,2.13,68.52,59.29,128.97,79.68,21.72,Bitter Gourd
6.04,1.76,77.76,53.85,122.15,77.58,27.75,Bitter Gourd
5.61,2.07,89.47,39.71,172.29,79.23,23.48,Bitter Gourd
6.34,1.59,58.21,38.82,168.75,63.51,28.61,Bitter Gourd
5.74,2.08,76.99,51.64,162.7,70.11,24.85,Bitter Gourd
5.99,1.93,50.17,32.97,168.12,68.85,23.75,Bitter Gourd
6.49,1.94,59.94,58.32,162.21,78.03,26.17,Bitter Gourd
5.99,2.48,54.7,38.58,135.29,73.96,21.5,Bitter Gourd
6.45,2.13,59.44,42.71,153.8,70.7,22.22,Bitter Gourd
6.03,1.77,56.37,40.22,137.5,70.56,20.88,Bitter Gourd
6.48,2.38,54.11,55.27,144.41,63.86,28.83,Bitter Gourd
5.54,1.92,68.02,44.75,166.02,77.58,25.18,Bitter Gourd
5.86,1.57,82.94,48.38,160.89,67.38,24.78,Bitter Gourd
5.94,2.07,76.45,36.83,177.74,72.7,27.5,Bitter Gourd
5.68,1.99,79.28,58.66,142.68,67.85,20.0,Bitter Gourd
5.91,1.88,69.86,32.55,135.03,78.74,27.48,Bitter Gourd
5.64,2.14,64.42,41.62,152.63,76.22,25.43,Bitter Gourd
6.23,2.12,68.49,45.84,179.46,77.25,22.73,Bitter Gourd
5.82,1.67,61.14,34.74,140.99,72.16,26.81,Bitter Gourd
5.94,1.78,77.49,54.43,129.49,78.15,21.98,Bitter Gourd
